"company","category","size","title","level","city","url","updated"
"Gett","Automotive","l","Customer Service Representative","Representative","פתח תקווה","https://www.comeet.com/jobs/gett/A0.002/customer-service-representative/40.46D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-12"
"Waterfall Security Solutions","Cybersecurity","m","Customer Solutions Engineer","Representative","ראש העין","https://www.comeet.com/jobs/waterfall-security/C7.009/customer-solutions-engineer/27.768?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-12"
"Kaltura","Digital Media","l","Help Desk","Representative","בני ברק","https://www.comeet.com/jobs/kaltura/E2.00D/help-desk/D5.760?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-12"
"Innoviz Technologies","Cybersecurity","l","IT Support Team Leader","Manager","Rosh Haayin","https://www.comeet.com/jobs/innoviz/52.004/it-support-team-leader/07.764?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-12"
"Priority Software","Cloud Computing","l","Technical Support Representative (Level 2) -(Hospitality)","Representative","ראש העין","https://il.linkedin.com/jobs/view/technical-support-representative-level-2-hospitality-at-priority-software-4383504449?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-12"
"Claroty","Cybersecurity","l","Project Manager (Customer Experience / Deployment Delivery)","Manager","תל אביב-יפו","https://www.comeet.com/jobs/Claroty/F2.004/project-manager-customer-experience--deployment-delivery/1E.665?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"SuperPlay","Gaming","l","Customer Support Manager","Manager","תל אביב-יפו","https://www.comeet.com/jobs/superplay/28.003/customer-support-manager/67.664?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Moon Active","Gaming","l","IT Support Specialist","Representative","תל אביב-יפו","https://www.comeet.com/jobs/moonactive/A2.00C/it-support-specialist/CB.F0A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Cycode","Cybersecurity","m","Technical Customer Success Manager","Representative","תל אביב-יפו","https://www.comeet.com/jobs/cycode/A8.00D/technical-customer-success-manager/24.951?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Justt","Fintech","m","Enterprise Customer Success Manager","Representative","תל אביב-יפו","https://www.comeet.com/jobs/justt/36.001/enterprise-customer-success-manager/8F.666?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"WalkMe","Productivity","l","Technical Support Engineer","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/technical-support-engineer-at-walkme-4374713618?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Cymbio","E-commerce & Retail","m","Technical Support Representative","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/technical-support-representative-at-cymbio-4383262473?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"flo Optics","Health","s","Machine Operator/Tier 1 Customer Support  (6-9 Month Relocation)","Representative","כרמיאל","https://il.linkedin.com/jobs/view/machine-operator-tier-1-customer-support-6-9-month-relocation-at-fl%C5%8D-optics-4384143413?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Papaya","Digital Media","l","Customer Support Agent","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-support-agent-at-papaya-4374706561?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"MSD","Health","xl","Customer and Account Specialist, Oncology","Representative","נתניה","https://il.linkedin.com/jobs/view/customer-and-account-specialist-oncology-at-msd-4373908068?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Medtronic","Health","l","Senior Director of CST Global Hardware Engineering","Executive","הרצליה","https://il.linkedin.com/jobs/view/senior-director-of-cst-global-hardware-engineering-at-medtronic-4384127519?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Israel Aerospace Industries","Aerospace","l","מנהל/ת פרויקטים בשירות לקוח","Manager","לוד","https://il.linkedin.com/jobs/view/%D7%9E%D7%A0%D7%94%D7%9C-%D7%AA-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98%D7%99%D7%9D-%D7%91%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%95%D7%97-at-iai-israel-aerospace-industries-4344351134?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-11"
"Global-e","Productivity","l","Application Support Engineer","Representative","פתח תקווה","https://www.comeet.com/jobs/global-e/62.002/application-support-engineer/56.760?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Lusha","AdTech","l","Support Escalations Specialist","Representative","תל אביב-יפו","https://www.comeet.com/jobs/lusha/73.00B/support-escalations-specialist/30.66D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Moon Active","Gaming","l","Customer Support Expert","Representative","תל אביב-יפו","https://www.comeet.com/jobs/moonactive/A2.00C/customer-support-expert/B5.C3C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"BioCatch","Cybersecurity","l","Technical Support Specialist - Student Position","Student","תל אביב-יפו","https://il.linkedin.com/jobs/view/technical-support-specialist-student-position-at-biocatch-4381506113?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Nayax","Fintech","l","Customer Success Manager","Representative","הרצליה","https://il.linkedin.com/jobs/view/customer-success-manager-at-nayax-4383759895?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Kaltura","Digital Media","l","Help Desk Technician","Representative","בני ברק","https://il.linkedin.com/jobs/view/help-desk-technician-at-kaltura-4383498417?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Maytronics","Productivity","l","Customer Applications & Digital Solutions Manager","Manager","יזרעאל","https://il.linkedin.com/jobs/view/customer-applications-digital-solutions-manager-at-maytronics-4382457866?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"ULTRA RED","Cybersecurity","s","Customer Success Operations Specialist (Student Position)","Student","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-success-operations-specialist-student-position-at-ultra-red-4383758388?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Tri-Logical Technologies","Aerospace","s","Support team position (SP-0121)","Representative","ראשון לציון","https://il.linkedin.com/jobs/view/support-team-position-sp-0121-at-trilogical-technologies-ltd-4383724458?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Stampli","Fintech","l","Customer Experience Manager","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-experience-manager-at-stampli-4366194272?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"BrandShield","Cybersecurity","m","Customer Success Manager","Representative","הרצליה","https://il.linkedin.com/jobs/view/customer-success-manager-at-brandshield-4315145830?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Candex Technologies","Fintech","m","Customer Success Manager","Representative","רמת גן","https://il.linkedin.com/jobs/view/customer-success-manager-at-candex-4383308880?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"CyFox","Cybersecurity","s","Customer Success Support Intern","Student","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-success-support-intern-at-cyfox-4383716569?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Check Point Software Technologies","Cybersecurity","l","Customer Success Manager","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-success-manager-at-check-point-software-4383737053?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Strix Drones","Robotics & Automation","s","Integration Team Lead","Manager","הוד השרון","https://il.linkedin.com/jobs/view/integration-team-lead-at-strix-drones-4378912973?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"monday.com","Productivity","l","Director of Technical Support","Executive","תל אביב-יפו","https://il.linkedin.com/jobs/view/director-of-technical-support-at-monday-com-4383827466?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Radware","Cybersecurity","l","Global Service Desk Representative","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/global-service-desk-representative-at-radware-4356180281?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"TG-17 (Bond)","Productivity","m","Customer Services & Safety Agent (Bilingual)","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-services-safety-agent-bilingual-at-bond-4382069668?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"WalkMe","Productivity","l","Senior Customer Success Manager - German Speaking","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/senior-customer-success-manager-german-speaking-at-walkme-4366255030?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Mobileye","Automotive","l","Driving Function Customer Technical Expert","Representative","ירושלים","https://il.linkedin.com/jobs/view/driving-function-customer-technical-expert-at-mobileye-4350082056?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"Israel Aerospace Industries","Aerospace","l","רילוקיישן להודו - לתמיכה במערכות באתר לקוח","Representative","אשדוד","https://il.linkedin.com/jobs/view/%D7%A8%D7%99%D7%9C%D7%95%D7%A7%D7%99%D7%99%D7%A9%D7%9F-%D7%9C%D7%94%D7%95%D7%93%D7%95-%D7%9C%D7%AA%D7%9E%D7%99%D7%9B%D7%94-%D7%91%D7%9E%D7%A2%D7%A8%D7%9B%D7%95%D7%AA-%D7%91%D7%90%D7%AA%D7%A8-%D7%9C%D7%A7%D7%95%D7%97-at-iai-israel-aerospace-industries-4343893419?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"DealHub","Productivity","l","Customer Success Manager","Representative","חולון","https://www.comeet.com/jobs/dealhub/86.005/customer-success-manager/AC.16D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-09"
"Rapyd Financial Network","Fintech","l","Customer Support Specialist - Student Position","Student","תל אביב-יפו","https://www.comeet.com/jobs/rapyd/73.00E/customer-support-specialist---student-position/BD.F43?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-09"
"Noma Security","Cybersecurity","s","Senior Technical Support","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/senior-technical-support-at-noma-security-4381854618?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-09"
"Radware","Cybersecurity","l","Customer Success Manager - Spanish speaker","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/customer-success-manager-spanish-speaker-at-radware-4364528652?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-09"
